sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
G298421,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin vívomove® Sport,"MORE THAN STYLISH

This hybrid smartwatch combines the traditional look of an analog watch with the essential smart features you need to keep up with your busy life.

Perfectly timeless analog style.

Get up to 5 days of battery life. Now that’s a good look.

Tap or swipe to reveal the hidden touchscreen display. It’s your little secret.

Stay in the loop with texts, calls and calendar reminders1 right on your wrist.

Know your body better. Track steps2, sleep, stress and energy levels.

Make wellness a priority with apps for yoga, walking, cardio, mindful breathing and more.",,,1,,"Catalog, Search",149.99,,,,Garmin vívomove Sport,Garmin vívomove Sport,Garmin vívomove Sport,"MORE THAN STYLISH

This hybrid smartwatch combines the traditional look of an analog watch with the essential smart features you need to keep up with your busy life.

Perfectly timeless analog style.

Get up to 5 days of battery life. Now that’s a go",17/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298422,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin vívoactive® 4S,"SMALLER-SIZED GPS SMARTWATCH BUILT FOR YOUR ACTIVE LIFESTYLE

Tune in to your body, and tone up with the smartwatch that can track it all and help you reach your health and fitness goals.

There’s no such thing as too many health stats. Not on this watch.

Up to 7 days of battery keeps you connected to your life, not your charger.

Go phone-free, and put your perfectly crafted workout playlists on your wrist.

You’ll never run out of ways to move with 20+ preloaded sports apps.

Forget looking up how to do a goblet squat. Get full workouts with animations on your wrist.

Leave your wallet at home, and pay from your watch instead",,,1,,"Catalog, Search",179.99,,,,Garmin vívoactive 4S,Garmin vívoactive 4S,Garmin vívoactive 4S,"SMALLER-SIZED GPS SMARTWATCH BUILT FOR YOUR ACTIVE LIFESTYLE

Tune in to your body, and tone up with the smartwatch that can track it all and help you reach your health and fitness goals.

There’s no such thing as too many health stats. Not on this w",18/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298423,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Captain Marvel,"FIND YOUR POWER

Every detail of this special edition smartwatch is inspired by Captain Marvel, including the watch design and premium materials plus character-themed app experience.

Channel Captain Marvel with a watch modeled after the hero’s suit and abilities.

Up to 7 days. No charging. Yes, please.

Bring out your inner fandom with Captain Marvel watch faces, goal animations and more.

Elevate the experience with a Captain Marvel design in the Garmin Connect™ app.

Feel good enough to take on Thanos with fitness and wellness tracking tools.

Use only your watch to make payments1, store music and get smart notifications2.",,,1,,"Catalog, Search",229.99,,,,Garmin Captain Marvel,Garmin Captain Marvel,Garmin Captain Marvel,"FIND YOUR POWER

Every detail of this special edition smartwatch is inspired by Captain Marvel, including the watch design and premium materials plus character-themed app experience.

Channel Captain Marvel with a watch modeled after the hero’s suit ",19/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298424,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Darth Vader™,"EMBRACE YOUR DESTINY

Every detail of this special edition smartwatch is inspired by Darth Vader™, including the watch design and premium materials plus character-themed app experience.

Command the Galaxy with a watch modeled after the villain’s look and TIE fighter.

Up to 8 days. No charging. Yes, please.

Bring out your inner fandom with Darth Vader watch faces, goal animations and more.

Elevate the experience with a Darth Vader design in the Garmin Connect™ app.

Feel good enough to take on the galaxy with fitness and wellness tracking tools.

Use only your watch to make payments1, store music and get smart notifications2.",,,1,,"Catalog, Search",229.99,,,,Garmin Darth Vader™,Garmin Darth Vader™,Garmin Darth Vade,"EMBRACE YOUR DESTINY

Every detail of this special edition smartwatch is inspired by Darth Vader™, including the watch design and premium materials plus character-themed app experience.

Command the Galaxy with a watch modeled after the villain’s loo",20/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298425,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Forerunner® 735XT,"GPS Running Watch with Multisport Features and Wrist-based Heart Rate

Measures heart rate at the wrist¹ so you can run freer on race day
Provides advanced dynamics² for running, cycling and swimming7, including ground contact time balance, stride length, vertical ratio and more
Offers VO2 max estimate, lactate threshold³, race predictor and recovery advisor
Connected features4: smart notifications, automatic uploads to Garmin Connect™, live tracking and more
Customize with free watch faces, apps and more from our Connect IQ™ store",,,1,,"Catalog, Search",129.99,,,,Garmin Forerunner 735XT,Garmin Forerunner 735XT,Garmin Forerunner 735XT,"GPS Running Watch with Multisport Features and Wrist-based Heart Rate

Measures heart rate at the wrist¹ so you can run freer on race day
Provides advanced dynamics² for running, cycling and swimming7, including ground contact time balance, stride le",21/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298426,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Forerunner® 245 Music,"MUSIC FOR THE EXTRA MILE

You do the running. This GPS running smartwatch does the thinking. It even gets to know you, mile after mile and song after song.

Here’s something to sing about: music storage right on your wrist.

Up to 6 hours in GPS mode with music — that’ll take you all the way to the finish.

Monitor your training load to see if you’re fully owning it or just overdoing it.

Prep for your next race like a boss with free Garmin Coach adaptive training plans.

Finesse your form by tracking running dynamics1.

We’ll watch your back for you with incident detection and Assistance features2.",,,1,,"Catalog, Search",329.99,,,,Garmin Forerunner 245 Music,Garmin Forerunner 245 Music,Garmin Forerunner 245 Music,"MUSIC FOR THE EXTRA MILE

You do the running. This GPS running smartwatch does the thinking. It even gets to know you, mile after mile and song after song.

Here’s something to sing about: music storage right on your wrist.

Up to 6 hours in GPS mode",22/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298427,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Forerunner® 45,"YOU’RE A RUNNER, SO TRAIN LIKE ONE

Forerunner 45 is the GPS running watch with all the running-related features you need in a sleek, lightweight smartwatch you’ll want to wear all day and night.

Monitors heart rate at the wrist1, because a finger on the pulse is so old school.

Log more miles between charges with up to 7 days of battery life.

For concrete proof that you crushed it, GPS tracks pace, distance, intervals and more.

Get yourself on the road to glory with free Garmin Coach adaptive training plans.

Say goodbye to missed texts with smart notifications2 delivered right to your wrist.

We’ve got your back with built-in incident detection and Assistance features3.",,,1,,"Catalog, Search",179.99,,,,Garmin Forerunner 45,Garmin Forerunner 45,Garmin Forerunner 45,"YOU’RE A RUNNER, SO TRAIN LIKE ONE

Forerunner 45 is the GPS running watch with all the running-related features you need in a sleek, lightweight smartwatch you’ll want to wear all day and night.

Monitors heart rate at the wrist1, because a finger o",23/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298428,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin fēnix® 6 - Pro Solar Edition,"HARNESS THE POWER OF THE SUN

Featuring a Power Glass™ solar charging lens and customizable power manager modes, this smartwatch can stay on and performance-ready for weeks.

Get a battery boost from the sunlight, so you can go longer between charges.

Leave the cord at home. Solar charging lets you get up to 14 days of battery life — and then some!

How is your body holding up? Wrist-based heart rate1 and Pulse Ox2 will let you know.

Need running pace guidance that knows the terrain? Check out the PacePro™ feature.

Navigate every adventure with TOPO maps right on your wrist.

Music on your wrist, and no phone weighing you down.",,,1,,"Catalog, Search",399.99,,,,Garmin fēnix 6 - Pro Solar Edition,Garmin fēnix 6 - Pro Solar Edition,Garmin fēnix 6 - Pro Solar Edition,"HARNESS THE POWER OF THE SUN

Featuring a Power Glass™ solar charging lens and customizable power manager modes, this smartwatch can stay on and performance-ready for weeks.

Get a battery boost from the sunlight, so you can go longer between charges",24/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
G298429,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin Instinct® – Esports Edition,"ELEVATE YOUR GAME

The difference between a player and a champion? A player plays. A champion plays with Instinct. Instinct — Esports Edition is the GPS gaming smartwatch built for victories.

Analyze gaming performance through a dedicated esports activity profile.

Game more. Charge less. Get up to 80 hours in Esports mode.

Use STR3AMUP!™ to broadcast your stress level and heart rate1 to game streams2.

Enjoy a bold and aggressive look designed specifically for gamers.

Train smarter IRL with 30+ sports apps — getting your mind and body ready for intense gaming.

Get notifications3 straight from your phone to your wrist.",,,1,,"Catalog, Search",129.99,,,,Garmin Instinct – Esports Edition,Garmin Instinct – Esports Edition,Garmin Instinct – Esports Edition,"ELEVATE YOUR GAME

The difference between a player and a champion? A player plays. A champion plays with Instinct. Instinct — Esports Edition is the GPS gaming smartwatch built for victories.

Analyze gaming performance through a dedicated esports ac",25/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
SM-R920NZKGGFU,,Default,simple,"Default Category,Default Category/Smart Watches",base,Garmin vívofit® jr. 3 – Marvel,"SUIT UP

vívofit jr. 3 isn’t just a fitness tracker for kids. It’s an interactive experience where your child’s activity unlocks exciting Marvel Avengers app adventures1.

Your kids can go anywhere — even the quantum realm — with this durable, swim-friendly fitness tracker.

Heroes don’t need chargers. This easy-to-replace battery lasts up to 1 year.

Your child will be ready for any S.H.I.E.L.D. mission with a color display and multiple watch face options.

Parents can use the app1 to manage chores and give rewards to their little superhero.

Let your child relive the Infinity Saga. Playtime unlocks Marvel Avengers adventures, games and icons.

Track steps, sleep and daily activity2 — no Infinity Stones necessary.",,,1,,"Catalog, Search",59.99,,,,Garmin vívofit jr. 3 – Marvel,Garmin vívofit jr. 3 – Marvel,Garmin vívofit jr. 3 – Marvel,"SUIT UP

vívofit jr. 3 isn’t just a fitness tracker for kids. It’s an interactive experience where your child’s activity unlocks exciting Marvel Avengers app adventures1.

Your kids can go anywhere — even the quantum realm — with this durable, swim-f",26/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
SM-R900NZAGGFU,,Default,simple,"Default Category,Default Category/Smart Watches",base,Galaxy Watch5 Pro Golf Edition,"Key features
Stylish from the course to the clubhouse
The golf themed Galaxy Watch5 sports a matching two-tone band, exclusive watch face, and stylish green home button.
Does everything but carry clubs
Track your shots, score, see the course, and take your game to the next level with Galaxy Watch5 Golf Edition.
*Requires Galaxy smartphone with Android 8.0 or later, 1.5GB RAM or more. GPS accuracy may be affected by weather, atmosphere and other obstructions such as buildings and tall trees.
Meet your new sleep coach
Develop better sleep habits with Advanced Sleep Coaching 
that helps you manage your overall sleep quality.1, 2
1 Requires the latest version of the Samsung Health app (version 6.22 or later).
2 For sleep pattern results, user must wear watch while they sleep for at least 7 nights and complete a survey.
Get smarter about your body
Get stats that help you be at your best with body composition info right on your wrist — everything from body fat readings to your Body Mass Index (BMI).3, 4
3 The Samsung BIA is a body analyzer that uses bioelectrical impedance analysis (BIA) technology to track body composition based on weight, body fat, body mass index (BMI), skeletal muscle, body water, and basal metabolic rate (BMR) measurements. It is not intended to specifically diagnose or treat a medical condition.
4 Requires the latest version of the Samsung Health app (version 6.22 or later).
Tracking that’s state of the heart
Get accurate wellness readings5, 6 thanks to an improved, curved sensor that gets closer to your skin.
5 The heart rate software functions are not intended for use in the diagnosis of disease or other conditions, or in the cure, mitigation, treatment or prevention of disease.
6 Requires Galaxy smartphone with Android 8.0 or later, 1.5GB RAM or more and the latest version of the Samsung Health Monitor app (available only at the Samsung Galaxy app store).
Track your outdoor adventures
Whether you’re running, swimming or rowing, make the most of every outdoor adventure with Auto Workout Tracking.7, 8
7 Consistent with IP68 rating, water-resistant in up to 5 feet of water for up to 30 minutes. Rinse residue / dry after wet.
8 Requires the latest version of the Samsung Health app (version 6.22 or later).
Power that keeps up with you
Stay powered up throughout your busiest days with an improved battery9 that can keep up with you.
9 As compared to all watches in Galaxy Watch4 Series.
Made for active lifestyles
Do all your daily routines with confidence — the sapphire crystal glass face is 1.6x stronger10 to stand the test of the hardest days.
10 As compared to all watches in Galaxy Watch4 series.
Synced. Ready for adventure.
Bring your Galaxy devices into perfect harmony. Stay connected on your adventures when you sync Galaxy Watch5 to your other Galaxy mobile devices.11
11 Compatibility for Galaxy wearable apps: Android 8.0 or later, 1.5GB of RAM
A look for every workout
Show off your sense of style. Customize your outfit with a wide array of band12 and watch-face choices that can match any mood or look.
12 Select interchangeable watch bands sold separately.",,,1,,"Catalog, Search",159.99,,,,Galaxy Watch5 Pro Golf Edition,Galaxy Watch5 Pro Golf Edition,Galaxy Watch5 Pro Golf Edition,"Key features
Stylish from the course to the clubhouse
The golf themed Galaxy Watch5 sports a matching two-tone band, exclusive watch face, and stylish green home button.
Does everything but carry clubs
Track your shots, score, see the course, and tak",27/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
SM-R920NZTAXAA,,Default,simple,"Default Category,Default Category/Smart Watches",base,Galaxy Watch5 Golf Edition,"Key features
Meet your new sleep coach
Develop better sleep habits with Advanced Sleep Coaching 
that helps you manage your overall sleep quality.1, 2
1 Requires the latest version of the Samsung Health app (version 6.22 or later).
2 For sleep pattern results, user must wear watch while they sleep for at least 7 nights and complete a survey.
Get smarter about your body
Get stats that help you be at your best with body composition info right on your wrist — everything from body fat readings to your Body Mass Index (BMI).3, 4
3 The Samsung BIA is a body analyzer that uses bioelectrical impedance analysis (BIA) technology to track body composition based on weight, body fat, body mass index (BMI), skeletal muscle, body water, and basal metabolic rate (BMR) measurements. It is not intended to specifically diagnose or treat a medical condition.
4 Requires the latest version of the Samsung Health app (version 6.22 or later).
Tracking that’s state of the heart
Get accurate wellness readings5, 6 thanks to an improved, curved sensor that gets closer to your skin.
5 The heart rate software functions are not intended for use in the diagnosis of disease or other conditions, or in the cure, mitigation, treatment or prevention of disease.
6 Requires Galaxy smartphone with Android 8.0 or later, 1.5GB RAM or more and the latest version of the Samsung Health Monitor app (available only at the Samsung Galaxy app store).
Track your outdoor adventures
Whether you’re running, swimming or rowing, make the most of every outdoor adventure with Auto Workout Tracking.7, 8
7 Consistent with IP68 rating, water-resistant in up to 5 feet of water for up to 30 minutes. Rinse residue / dry after wet.
8 Requires the latest version of the Samsung Health app (version 6.22 or later).
A watch that outlasts your adventure
With its improved battery life,9 your Galaxy Watch5 Pro is built to keep going on lengthy adventures in the great outdoors.
9 As compared to all watches in Galaxy Watch4 series.
Built for the outdoors
Train worry-free with a durable sapphire crystal display and a super-tough titanium case that can stand the test of intense adventures.10
10 As compared to all watches in Galaxy Watch4 series.
Synced. Ready for adventure.
Stay connected on your adventures when you sync Galaxy Watch5 Pro to your Galaxy mobile devices.11
11 Compatibility for Galaxy wearable apps: Android 8.0 or later, 1.5GB of RAM
A look for every workout
Customize your outfit for a day of adventure. Galaxy Watch5 Pro will match any mood or look with a wide array of band12 and watch-face choices.
12 Select interchangeable watch bands sold separately.",,,1,,"Catalog, Search",94.99,,,,Galaxy Watch5 Golf Edition,Galaxy Watch5 Golf Edition,Galaxy Watch5 Golf Edition,"Key features
Meet your new sleep coach
Develop better sleep habits with Advanced Sleep Coaching 
that helps you manage your overall sleep quality.1, 2
1 Requires the latest version of the Samsung Health app (version 6.22 or later).
2 For sleep patter",28/02/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
SM-R905UZAAXAA,,Default,simple,"Default Category,Default Category/Smart Watches",base,Galaxy Watch5 Pro,"Key features
Meet your new sleep coach
Develop better sleep habits with Advanced Sleep Coaching 
that helps you manage your overall sleep quality.1, 2
1 Requires the latest version of the Samsung Health app (version 6.22 or later).
2 For sleep pattern results, user must wear watch while they sleep for at least 7 nights and complete a survey.
Get smarter about your body
Get stats that help you be at your best with body composition info right on your wrist — everything from body fat readings to your Body Mass Index (BMI).3, 4
3 The Samsung BIA is a body analyzer that uses bioelectrical impedance analysis (BIA) technology to track body composition based on weight, body fat, body mass index (BMI), skeletal muscle, body water, and basal metabolic rate (BMR) measurements. It is not intended to specifically diagnose or treat a medical condition.
4 Requires the latest version of the Samsung Health app (version 6.22 or later).
Tracking that’s state of the heart
Get accurate wellness readings5, 6 thanks to an improved, curved sensor that gets closer to your skin.
5 The heart rate software functions are not intended for use in the diagnosis of disease or other conditions, or in the cure, mitigation, treatment or prevention of disease.
6 Requires Galaxy smartphone with Android 8.0 or later, 1.5GB RAM or more and the latest version of the Samsung Health Monitor app (available only at the Samsung Galaxy app store).
Track your outdoor adventures
Whether you’re running, swimming or rowing, make the most of every outdoor adventure with Auto Workout Tracking.7, 8
7 Consistent with IP68 rating, water-resistant in up to 5 feet of water for up to 30 minutes. Rinse residue / dry after wet.
8 Requires the latest version of the Samsung Health app (version 6.22 or later).
A watch that outlasts your adventure
With its improved battery life,9 your Galaxy Watch5 Pro is built to keep going on lengthy adventures in the great outdoors.
9 As compared to all watches in Galaxy Watch4 series.
Built for the outdoors
Train worry-free with a durable sapphire crystal display and a super-tough titanium case that can stand the test of intense adventures.10
10 As compared to all watches in Galaxy Watch4 series.
Synced. Ready for adventure.
Stay connected on your adventures when you sync Galaxy Watch5 Pro to your Galaxy mobile devices.11
11 Compatibility for Galaxy wearable apps: Android 8.0 or later, 1.5GB of RAM
A look for every workout
Customize your outfit for a day of adventure. Galaxy Watch5 Pro will match any mood or look with a wide array of band12 and watch-face choices.
12 Select interchangeable watch bands sold separately.",,,1,,"Catalog, Search",259.99,,,,Galaxy Watch5 Pro,Galaxy Watch5 Pro,Galaxy Watch5 Pro,"Key features
Meet your new sleep coach
Develop better sleep habits with Advanced Sleep Coaching 
that helps you manage your overall sleep quality.1, 2
1 Requires the latest version of the Samsung Health app (version 6.22 or later).
2 For sleep patter",01/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
GP-588302,,Default,simple,"Default Category,Default Category/Smart Watches",base,Galaxy Watch5,"Key features
Meet your new sleep coach
Develop better sleep habits with Advanced Sleep Coaching 
that helps you manage your overall sleep quality.1, 2
1 Requires the latest version of the Samsung Health app (version 6.22 or later).
2 For sleep pattern results, user must wear watch while they sleep for at least 7 nights and complete a survey.
Get smarter about your body
Get stats that help you be at your best with body composition info right on your wrist — everything from body fat readings to your Body Mass Index (BMI).3, 4
3 The Samsung BIA is a body analyzer that uses bioelectrical impedance analysis (BIA) technology to track body composition based on weight, body fat, body mass index (BMI), skeletal muscle, body water, and basal metabolic rate (BMR) measurements. It is not intended to specifically diagnose or treat a medical condition.
4 Requires the latest version of the Samsung Health app (version 6.22 or later).
Tracking that’s state of the heart
Get accurate wellness readings5, 6 thanks to an improved, curved sensor that gets closer to your skin.
5 The heart rate software functions are not intended for use in the diagnosis of disease or other conditions, or in the cure, mitigation, treatment or prevention of disease.
6 Requires Galaxy smartphone with Android 8.0 or later, 1.5GB RAM or more and the latest version of the Samsung Health Monitor app (available only at the Samsung Galaxy app store).
Track your outdoor adventures
Whether you’re running, swimming or rowing, make the most of every outdoor adventure with Auto Workout Tracking.7, 8
7 Consistent with IP68 rating, water-resistant in up to 5 feet of water for up to 30 minutes. Rinse residue / dry after wet.
8 Requires the latest version of the Samsung Health app (version 6.22 or later).
Power that keeps up with you
Stay powered up throughout your busiest days with an improved battery9 that can keep up with you.
9 As compared to all watches in Galaxy Watch4 Series.
Made for active lifestyles
Do all your daily routines with confidence — the sapphire crystal glass face is 1.6x stronger10 to stand the test of the hardest days.
10 As compared to all watches in Galaxy Watch4 series.
Synced. Ready for adventure.
Bring your Galaxy devices into perfect harmony. Stay connected on your adventures when you sync Galaxy Watch5 to your other Galaxy mobile devices.11
11 Compatibility for Galaxy wearable apps: Android 8.0 or later, 1.5GB of RAM
A look for every workout
Show off your sense of style. Customize your outfit with a wide array of band12 and watch-face choices that can match any mood or look.
12 Select interchangeable watch bands sold separately.",,,1,,"Catalog, Search",134.99,,,,Galaxy Watch5,Galaxy Watch5,Galaxy Watch5,"Key features
Meet your new sleep coach
Develop better sleep habits with Advanced Sleep Coaching 
that helps you manage your overall sleep quality.1, 2
1 Requires the latest version of the Samsung Health app (version 6.22 or later).
2 For sleep patter",02/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
FB521GLBM,,Default,simple,"Default Category,Default Category/Smart Watches",base,Google Pixel Watch,"The first smartwatch to deliver the best of Google and Fitbit.
 
Explore the watch
 
Beautiful inside and out.

Help from Google, right on your wrist.

Live healthier with Fitbit.2

Works seamlessly with the Pixel portfolio and Android.3",,,1,,"Catalog, Search",349.99,,,,Google Pixel Watch,Google Pixel Watch,Google Pixel Watch,"The first smartwatch to deliver the best of Google and Fitbit.
 
Explore the watch
 
Beautiful inside and out.

Help from Google, right on your wrist.

Live healthier with Fitbit.2

Works seamlessly with the Pixel portfolio and Android.3",03/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
FB521BKGB-FRCJK,,Default,simple,"Default Category,Default Category/Smart Watches",base,Fitbit Sense 2 Smartwatch,"Manage stress and sleep better.
Fitbit Sense 2 – the smartwatch designed to help you manage stress, improve sleep, and track key heart-health indicators. Includes a 6-month Fitbit Premium membership.1
Get personalized, actionable insights.
Identify patterns of stress with all-day body response tracking and smart reminders to reflect on your emotions. Manage stress with guided breathing, meditations, and even more.",,,1,,"Catalog, Search",229.95,,,,Fitbit Sense 2 Smartwatch,Fitbit Sense 2 Smartwatch,Fitbit Sense 2,"Manage stress and sleep better.
Fitbit Sense 2 – the smartwatch designed to help you manage stress, improve sleep, and track key heart-health indicators. Includes a 6-month Fitbit Premium membership.1
Get personalized, actionable insights.
Identify p",04/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
F6476115,,Default,simple,"Default Category,Default Category/Smart Watches",base,Fitbit Versa 4 Smartwatch,"Designed for fitness.
Get better results from your workout routine with Fitbit Versa 4 – the thin, lightweight fitness watch that includes 40+ exercise modes, built-in GPS, and a 6-month Fitbit Premium membership.1
Follow your body, not a schedule.
Check your Daily Readiness Score to see if you’re up for a challenging workout or a recovery day based on insights from your body. Also, get suggested workouts and a daily Active Zone Minutes goal.2",,,1,,"Catalog, Search",179.95,,,,Fitbit Versa 4 Smartwatch,Fitbit Versa 4 Smartwatch,Fitbit Versa 4,"Designed for fitness.
Get better results from your workout routine with Fitbit Versa 4 – the thin, lightweight fitness watch that includes 40+ exercise modes, built-in GPS, and a 6-month Fitbit Premium membership.1
Follow your body, not a schedule.
C",05/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
F6476116,,Default,simple,"Default Category,Default Category/Smart Watches",base,Fitbit Inspire 3,"Do what you love and feel your best.
Fitbit Inspire 3 is the tracker that helps you stay on top of your stress, fitness, and sleep. All you have to do is wear it.
Next level you.
Get daily scores that show how ready you are to work out or how well you’re managing stress. Plus track Health Metrics like skin temperature and blood oxygen.",,,1,,"Catalog, Search",79.95,,,,Fitbit Inspire 3,Fitbit Inspire 3,Fitbit Inspire 3,"Do what you love and feel your best.
Fitbit Inspire 3 is the tracker that helps you stay on top of your stress, fitness, and sleep. All you have to do is wear it.
Next level you.
Get daily scores that show how ready you are to work out or how well yo",06/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
F6476117,,Default,simple,"Default Category,Default Category/Smart Watches",base,Fitbit Charge 5 Tracker,"Turn daily decisions into healthier living.
Charge 5 TM connects the dots between your activity, sleep, and stress so you can make the best decisions for your body, mind, and health.
Optimize your routine.
Fitbit Charge 5 is the advanced fitness and health tracker that shows if you're ready to work out or should prioritize recovery.",,,1,,"Catalog, Search",119.95,,,,Fitbit Charge 5 Tracker,Fitbit Charge 5 Tracker,Fitbit Charge 5 Tracker,"Turn daily decisions into healthier living.
Charge 5 TM connects the dots between your activity, sleep, and stress so you can make the best decisions for your body, mind, and health.
Optimize your routine.
Fitbit Charge 5 is the advanced fitness and ",07/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,150,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479322,,Default,simple,"Default Category,Default Category/Smart Watches",base,Fitbit Luxe Tracker,"Style inspiration. Workout motivation.
Meet Fitbit Luxe™ – a fashion-forward fitness and wellness tracker built to boost mind and body.§
Fashion on the outside. Fitness on the inside.
With a chic bracelet design, on-wrist tracking, and in-app insights, Luxe is a must-have wardrobe essential.",,,1,,"Catalog, Search",99.95,,,,Fitbit Luxe Tracker,Fitbit Luxe Tracker,Fitbit Luxe Tracker,"Style inspiration. Workout motivation.
Meet Fitbit Luxe™ – a fashion-forward fitness and wellness tracker built to boost mind and body.§
Fashion on the outside. Fitness on the inside.
With a chic bracelet design, on-wrist tracking, and in-app insight",08/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
